,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality,Postal_code
733,733,Studio Apartment,East,Unfurnished,Bachelors/Family,read more,"14,000", Police,91766
734,734,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1825 sqft,"45,000"," Tree Walk, Kondapur ",500084
735,735,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1090 sqft,"15,000"," Vasathi Navya, Sanjay Gandhi Nagar-Jeedimetla ",500054
736,736,3 BHK Apartment,East,Semi-Furnished,Family,1835 sqft,"45,000"," Gachibowli, Outer Ring Road ",No code
737,737,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1050 sqft,"25,000"," Kukatpally, NH ",500090
738,738,4 BHK Apartment,3,Unfurnished,Family,2675 sqft,"50,000"," P Janardhan Reddy Nagar, Gachibowli, Outer Ring Road ",No code
739,739,3 BHK Apartment,2,Semi-Furnished,Family,1856 sqft,"35,000"," L&T Serene County, Telecom Nagar, Gachibowli, Outer Ring Road ",66736
740,740,2 BHK Apartment,1,Semi-Furnished,Bachelors,1100 sqft,"22,000"," Punjagutta, NH ",No code
741,741,1 BHK Apartment,1,Semi-Furnished,Bachelors/Family,East Facing Property,"7,000", Shivam,30068
742,742,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2400 sqft,"48,000"," Ramky Towers Elite, Madhapur ",500032
743,743,2 BHK Apartment,1,Unfurnished,Bachelors/Family,750 sqft,"15,000"," Madhura Nagar, NH ",No code
744,744,3 BHK Builder Floor,Main Road,Furnished,Bachelors/Family,1150 sqft,"23,000"," Malakpet, NH ",500024
745,745,3 BHK Apartment,1,Unfurnished,Bachelors/Family,1550 sqft,"17,000", Nizampet ,No code
746,746,2 BHK Apartment,1,Semi-Furnished,Bachelors,900 sqft,"17,000"," Narsingi, Outer Ring Road ",No code
747,747,2 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,1000 sqft,"9,000"," LB Nagar, NH ",500074
748,748,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1700 sqft,"40,000", Kondapur ,No code
749,749,3 BHK Apartment,3,Unfurnished,Bachelors/Family,2259 sqft,"45,001"," Lodha Meridian, Kukatpally Housing Board Colony, NH ",500072
750,750,3 BHK Builder Floor,1,Semi-Furnished,Bachelors/Family,1800 sqft,"30,000", Kondapur ,No code
751,751,1 BHK Apartment,1,Semi-Furnished,Bachelors,East Facing Property,"14,000", Kondapur,No code
752,752,3 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,2500 sqft,"35,000"," Banjara Hills, NH ",500034
753,753,3 BHK Apartment,West,Unfurnished,Bachelors/Family,1615 sqft,"45,000"," Aparna Serene Park, Kondapur ",500084
754,754,2 BHK Builder Floor,1,Semi-Furnished,Bachelors/Family,900 sqft,"20,000", Jubilee Hills ,No code
755,755,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1314 sqft,"30,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
756,756,2 BHK Apartment,2,Unfurnished,Bachelors,915 sqft,"32,000"," Lodha Meridian, Malaysian Township, Kukatpally ",500072
757,757,3 BHK Apartment,1,Semi-Furnished,Family,1834 sqft,"40,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
758,758,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"17,000", Hyderguda ,No code
759,759,2 BHK Penthouse,1,Semi-Furnished,Bachelors/Family,1200 sqft,"9,800"," Hayathnagar, NH ",501505
760,760,2 BHK Apartment,1 Covered,Bachelors/Family,2,1325 sqft,"18,000", Suchitra Circle ,No code
761,761,3 BHK Apartment,2,Furnished,Family,1600 sqft,"35,000"," Banjara Hills, NH ",500034
762,762,3 BHK Apartment,2,Semi-Furnished,Family,1310 sqft,"13,500"," Pragathi Nagar, Kukatpally ",No code
763,763,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1520 sqft,"30,000"," Aditya Imperial Heights, Hafeezpet, NH ",500084
764,764,3 BHK Apartment,1,Semi-Furnished,Bachelors,1620 sqft,"22,000", Sri Nagar Colony ,500045
765,765,3 BHK Apartment,3,Semi-Furnished,Family,1854 sqft,"40,000"," Lodha Meridian, Kukatpally, NH ",500072
766,766,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1150 sqft,"15,000", Asif Nagar ,No code
767,767,3 BHK Apartment,1,Semi-Furnished,Bachelors,1775 sqft,"27,000"," Gangothri Nakshatra, Manikonda, Outer Ring Road ",500075
768,768,2 BHK Builder Floor,1,Semi-Furnished,Family,1200 sqft,"20,000"," Gayatri Hills, Jubilee Hills ",No code
769,769,3 BHK Apartment,2,Semi-Furnished,Bachelors,1505 sqft,"25,000"," Muppas Aishwarya Condos, Narsingi, Outer Ring Road ",500089
770,770,2 BHK Penthouse,East,Furnished,Bachelors/Family,1800 sqft,"26,000"," Somajiguda, NH ",No code
771,771,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1600 sqft,"25,000", New Nallakunta ,No code
772,772,2 BHK Apartment,2,Furnished,Bachelors/Family,950 sqft,"13,500", Hyderguda ,No code
773,773,2 BHK Apartment,1,Semi-Furnished,Bachelors,1050 sqft,"18,000"," Miyapur, NH ",500049
774,774,3 BHK Apartment,3,Unfurnished,Bachelors/Family,1275 sqft,"18,000", Boiguda ,No code
775,775,3 BHK Apartment,2,Semi-Furnished,Bachelors,1480 sqft,"23,000"," Manjeera Diamond Towers, Gachibowli, Outer Ring Road ",500046
776,776,2 BHK Builder Floor,From Dec '19,Furnished,Bachelors/Family,1100 sqft,"16,500", Kompally ,No code
777,777,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,600 sqft,"6,500"," Moula Ali, Moula Ali Road ",No code
778,778,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1210 sqft,"28,000"," Mantri Celestia, Gachibowli, Outer Ring Road ",500032
779,779,3 BHK Apartment,3,Semi-Furnished,Bachelors,1800 sqft,"36,000"," Aparna CyberLife, Nallagandla, Serilingampally ",500019
780,780,1 BHK Apartment,1,Unfurnished,Bachelors,East Facing Property,"13,000", Kondapur,No code
781,781,3 BHK Apartment,1,Furnished,Bachelors/Family,1750 sqft,"40,000"," MLA Colony, Banjara Hills ",No code
782,782,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"18,000", Jubilee Hills ,No code
783,783,3 BHK Builder Floor,3,Semi-Furnished,Bachelors/Family,1850 sqft,"30,000", East Marredpally ,No code
784,784,2 BHK Apartment,2,Unfurnished,Bachelors/Family,900 sqft,"9,000", Mehdipatnam ,No code
785,785,3 BHK Apartment,2,Furnished,Bachelors/Family,1500 sqft,"45,000", Masab Tank ,No code
786,786,1 BHK Apartment,East,Unfurnished,Bachelors,East Facing Property,"5,500"," Annojiguda, NH ",501301
787,787,3 BHK Apartment,2,Unfurnished,Bachelors,2430 sqft,"48,000"," P Janardhan Reddy Nagar, Gachibowli, Outer Ring Road ",No code
788,788,1 BHK Apartment,1,Unfurnished,Bachelors/Family,,"10,000"," Kukatpally Project, Kukatpally, NH ",No code
789,789,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2000 sqft,"25,000"," Barkatpura, Kachiguda, NH ",500027
790,790,2 BHK Apartment,1,Semi-Furnished,Bachelors,1000 sqft,"15,000"," Gachibowli, Outer Ring Road ",No code
791,791,2 BHK Apartment,East,Unfurnished,Bachelors,1000 sqft,"10,000", Gokul Nagar-Tarnaka ,No code
792,792,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1000 sqft,"17,000", Madhapur ,No code
793,793,3 BHK Apartment,2,Semi-Furnished,Bachelors,1600 sqft,"24,000"," Vertex Pleasant, Kukatpally, NH ",500090
794,794,2 BHK Apartment,2,Unfurnished,Family,1200 sqft,"13,000", Nizampet ,No code
795,795,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1933 sqft,"15,000"," Modi Splendour, Kukatpally, NH ",500072
796,796,3 BHK Apartment,Immediately,Family,3,1500 sqft,"16,000"," Habsiguda, NH ",No code
797,797,3 BHK Apartment,2,Furnished,Bachelors/Family,1100 sqft,"13,000"," Janapriya Lakefront, Sainikpuri ",500094
798,798,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1198 sqft,"34,000", Nanakram Guda ,500032
799,799,1 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,,"5,000", Shamshabad,501218
800,800,1 BHK Builder Floor,North,Semi-Furnished,Bachelors/Family,read more,"10,000", Moti Nagar RWA,
801,801,3 BHK Apartment,1,Unfurnished,Family,2055 sqft,"20,000"," Tellapur, Outer Ring Road ",No code
802,802,3 BHK Apartment,1,Semi-Furnished,Bachelors,1700 sqft,"30,000"," Ameerpet, NH ",No code
803,803,3 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1400 sqft,"15,000", NGO Colony ,500070
804,804,3 BHK Apartment,2,Unfurnished,Bachelors,1875 sqft,"37,000"," Aditya Empress Towers, Shaikpet ",500008
805,805,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1346 sqft,"45,000"," Prestige Ivy League, Hitech City ",500084
806,806,3 BHK Apartment,2,Unfurnished,Bachelors,1915 sqft,"30,000"," Alkapur Township, Manikonda, Outer Ring Road ",No code
807,807,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1781 sqft,"30,000"," Khaja Guda, Outer Ring Road ",No code
808,808,3 BHK Apartment,2,Semi-Furnished,Family,2130 sqft,"24,000"," Srila Park Pride, Kukatpally, NH ",500085
809,809,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1908 sqft,"48,000"," SMR Vinay Iconia, Kondapur ",500084
810,810,2 BHK Apartment,1,Furnished,Bachelors/Family,1100 sqft,"16,000", West Marredpally ,No code
811,811,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1050 sqft,"14,000"," Gandhi Nagar, Kavadiguda, NH ",No code
812,812,2 BHK Apartment,1,Semi-Furnished,Bachelors,1350 sqft,"16,000"," Manikonda, Outer Ring Road ",No code
813,813,2 BHK Apartment,2,Furnished,Bachelors/Family,read more,"15,000", Sangareddy,No code
814,814,2 BHK Apartment,East,Furnished,Bachelors/Family,1120 sqft,"18,000"," Basheer Bagh, NH ",No code
815,815,3 BHK Apartment,East,Semi-Furnished,Family,1500 sqft,"27,000"," Gachibowli, Outer Ring Road ",No code
816,816,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1350 sqft,"15,000"," Gulshan Colony, Qutub Shahi Tombs ",500008
817,817,3 BHK Apartment,2,Unfurnished,Bachelors,1865 sqft,"31,500"," Indu Fortune Fields apartments, Hitech City ",500085
818,818,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1008 sqft,"14,000"," Miyapur, NH ",500049
819,819,4 BHK Builder Floor,East,Semi-Furnished,Bachelors/Family,4000 sqft,"25,000"," Saptagiri Colony, Kukatpally, NH ",500072
820,820,2 BHK Builder Floor,East,Unfurnished,Bachelors,East Facing Property,"6,500", Sai Prasanna Enclave,500083
821,821,2 BHK Builder Floor,2,Unfurnished,Bachelors/Family,1060 sqft,"7,500"," Mallapur Village, Balapur ",No code
822,822,1 BHK Apartment,1,Unfurnished,Bachelors/Family,read more,"10,000"," Gandhi Nagar, Kavadiguda, NH ",No code
823,823,2 BHK Apartment,1,Furnished,Family,1100 sqft,"15,000"," Green Park, Jeedimetla, NH ",500067
824,824,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1100 sqft,"22,000", Kondapur ,No code
825,825,3 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,1500 sqft,"18,000", Mehdipatnam ,No code
826,826,1 BHK Apartment,From Jan '20,Furnished,Bachelors/Family,,"8,500", Pragathi Nagar,No code
827,827,3 BHK Builder Floor,Same Premise,Semi-Furnished,Bachelors/Family,1400 sqft,"30,000", BHEL ,N2P 3W6
828,828,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1160 sqft,"15,000", Mallapur ,No code
829,829,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,950 sqft,"7,500", Aminpur ,No code
830,830,2 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,1000 sqft,"11,000", Masab Tank ,No code
831,831,1 BHK Apartment,Immediately,Furnished,Bachelors/Family,,"10,000", Gajularamaram,No code
832,832,2 BHK Builder Floor,2,Furnished,Bachelors/Family,1200 sqft,"10,000"," Saroor Nagar East, Saroornagar, NH ",No code
833,833,3 BHK Apartment,1,Furnished,Bachelors/Family,1500 sqft,"35,000", Hitech City ,500081
834,834,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1750 sqft,"28,000", Hitech City ,500081
835,835,2 BHK Service Apartment,Immediately,Furnished,Bachelors/Family,50 sqyrd,"26,000"," Gachibowli, Outer Ring Road ",No code
836,836,1 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,,"7,000", Moti,90027
837,837,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1350 sqft,"18,500"," Moosapet, NH ",500072
838,838,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1250 sqft,"15,000"," Kukatpally, NH ",500090
