,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality,Postal_code
546,546,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1500 sqft,"15,000", Vikrampuri-Karkhana ,No code
547,547,2 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1150 sqft,"18,000"," Gayatri Nagar, Medbowli, Inner Ring Road ",No code
548,548,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,2160 sqft,"32,000", Begumpet ,No code
549,549,3 BHK Builder Floor,1,Furnished,Bachelors,1400 sqft,"25,000", Shaikpet ,No code
550,550,2 BHK Apartment,East,Unfurnished,Bachelors/Family,1100 sqft,"13,500"," Chandanagar, NH ",500050
551,551,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1650 sqft,"27,000", Serilingampally ,No code
552,552,2 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,1040 sqft,"18,500"," Chandanagar, NH ",500050
553,553,2 BHK Builder Floor,1,Unfurnished,Bachelors/Family,1050 sqft,"16,500", Toli Chowki ,500008
554,554,3 BHK Apartment,East,Semi-Furnished,Family,1500 sqft,"30,000"," Ameerpet, NH ",No code
555,555,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1670 sqft,"30,000", Rai Durg ,No code
556,556,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,100 sqyrd,"25,000", Toli Chowki ,500008
557,557,3 BHK Apartment,From Dec '19,Semi-Furnished,Bachelors/Family,1825 sqft,"30,000"," Gangaram, Chandanagar, NH ",500050
558,558,2 BHK Apartment,1,Furnished,Bachelors/Family,1020 sqft,"28,000", Nanakram Guda ,500032
559,559,2 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,900 sqft,"10,000"," Sun City, Bandlaguda, Chevella Road ",No code
560,560,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,860 sqft,"8,000", Kapra ,No code
561,561,3 BHK Apartment,1,Semi-Furnished,Family,1834 sqft,"45,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
562,562,3 BHK Apartment,1,Furnished,Bachelors,1200 sqft,"30,000"," Deluxe Colony, Toli Chowki ",500008
563,563,2 BHK Apartment,North - East,Unfurnished,Family,100 sqft,"7,500"," Hafeez Baba Nagar North, Hafiz Baba Nagar ",No code
564,564,3 BHK Apartment,2,Unfurnished,Bachelors,East Facing Property,"19,000"," Sai Pearl, Madinaguda, Hafeezpet, NH ",500050
565,565,3 BHK Apartment,2,Unfurnished,Bachelors,1345 sqft,"20,000"," Tangrilla, Manikonda, Outer Ring Road ",500075
566,566,2 BHK Apartment,1,Unfurnished,Bachelors/Family,,"22,000", Kakatiya Hills,500033
567,567,2 BHK Apartment,2,Furnished,Bachelors/Family,1519 sqft,"25,000"," NCL Ganga, Kompally ",500015
568,568,2 BHK Apartment,2,Unfurnished,Bachelors/Family,925 sqft,"7,500"," Chandragiri Colony, Secunderabad ",500047
569,569,3 BHK Service Apartment,Immediately,Semi-Furnished,Bachelors/Family,2500 sqft,"40,000", Rai Durg ,No code
570,570,2 BHK Apartment,1,Semi-Furnished,Bachelors,1200 sqft,"20,000"," SV Brindavanam, Boduppal, NH ",500092
571,571,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1310 sqft,"12,800", Nagaram ,585215
572,572,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1000 sqft,"14,000", Hyderabad ,No code
573,573,2 BHK Apartment,3,Semi-Furnished,Family,1100 sqft,"18,000", Hyderabad ,No code
574,574,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1000 sqft,"18,500", VETERINARY COLONY TOLI CHOWKI ,500008
575,575,3 BHK Apartment,3,Furnished,Bachelors,1750 sqft,"50,000"," Vertex Panache,Kokapet ",500075
576,576,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1900 sqft,"40,000"," NCL Sindhu, Dandamudi Enclave, Jeedimetla ",500067
577,577,3 BHK Apartment,East,Semi-Furnished,Family,2060 sqft,"38,000"," Narsingi, Outer Ring Road ",No code
578,578,Studio Apartment,North,Semi-Furnished,Bachelors,read more,"10,000", Hydershakote,500091
579,579,3 BHK Apartment,2,Furnished,Bachelors/Family,1625 sqft,"30,000"," Sri Vinayaka Kausthuba Abode, East Marredpally ",500026
580,580,3 BHK Apartment,West,Unfurnished,Bachelors,2350 sqft,"40,000", Toli Chowki ,500008
581,581,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,"22,000"," Quadri Happy Homes Paradise, Amberpet ",500013
582,582,3 BHK Apartment,South,Semi-Furnished,Family,1476 sqft,"25,000", Hyderabad ,No code
583,583,3 BHK Apartment,1,Unfurnished,Bachelors/Family,1440 sqft,"16,000"," Aparna Kanopy Tulip, Kompally ",501401
584,584,4 BHK Builder Floor,3,Unfurnished,Bachelors,3200 sqft,"33,000"," Srinivasa Apartment, Kukatpally, NH ",500072
585,585,5 BHK Service Apartment,"Garden/Park, Main Road",Semi-Furnished,Bachelors/Family,500 sqyrd,"15,000"," Surya Nagar, Toli Chowki ",500008
586,586,3 BHK Apartment,East,Furnished,Bachelors/Family,2400 sqft,"25,000"," Madinaguda, Hafeezpet, NH ",500049
587,587,3 BHK Apartment,2,Semi-Furnished,Bachelors,1650 sqft,"23,000", Gayathri Nagar ,No code
588,588,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"9,000", Peeramcheru ,No code
589,589,3 BHK Builder Floor,1,Furnished,Bachelors/Family,1750 sqft,"32,000"," Shantivanam Apartments, Madhapur ",500033
590,590,3 BHK Apartment,From Jan '20,Semi-Furnished,Bachelors/Family,1300 sqft,"30,000"," Gachibowli, Outer Ring Road ",No code
591,591,3 BHK Apartment,1,Semi-Furnished,Bachelors,1912 sqft,"28,000"," Poe Tree, Narsingi, Outer Ring Road ",500075
592,592,3 BHK Apartment,3,Semi-Furnished,Bachelors,1400 sqft,"15,000"," Maram Meghana Residency, Saroornagar, NH ",500074
593,593,2 BHK Apartment,2,Furnished,Bachelors,1500 sqft,"20,000"," Bachupally, Outer Ring Road ",No code
594,594,3 BHK Apartment,1,Furnished,Bachelors,1700 sqft,"28,000"," Aparna Hill park Silver oaks, Chandanagar, NH ",500050
595,595,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1670 sqft,"28,000"," Chitrapuri Colony, Manikonda, Outer Ring Road ",No code
596,596,3 BHK Apartment,2,Semi-Furnished,Bachelors,1500 sqft,"21,000"," Sai Krishna Colony, Secunderabad ",500011
597,597,2 BHK Apartment,West,Unfurnished,Family,1090 sqft,"16,000"," Vasathi Navya, Chintal, NH ",500054
598,598,2 BHK Apartment,3,Unfurnished,Bachelors,1250 sqft,"11,000"," Bachupally, Outer Ring Road ",No code
599,599,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1195 sqft,"25,000"," Accurate Wind Chimes, Narsingi, Outer Ring Road ",500089
600,600,3 BHK Apartment,2,Unfurnished,Bachelors,1834 sqft,"40,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
601,601,																																								2 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,150 sqyrd,"           	 			           	 			15,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Mettuguda 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
602,602,																																								4 BHK Apartment																									            	,3,Unfurnished,Bachelors/Family,2200 sqft,"           	 			           	 			27,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	LB Nagar, NH  ",500074
603,603,																																								3 BHK Apartment																									            	,1,Furnished,Bachelors,1600 sqft,"           	 			           	 			25,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Chaitanyapuri, Kothapet 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500060
604,604,																																								3 BHK Apartment																									            	,3,Semi-Furnished,Family,2200 sqft,"           	 			           	 			35,000           	 		"," 									 								 				             				             			             				         			            	Alladin Mansion,  			            	 	                	 	                		 					            							          							         	Begumpet 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500016
605,605,																																								3 BHK Apartment																									            	,2,Semi-Furnished,Bachelors/Family,2250 sqft,"           	 			           	 			18,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Yellamma Banda, Jagadgiri Gutta 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500072
606,606,																																								3 BHK Apartment																									            	,1,Unfurnished,Bachelors,1360 sqft,"           	 			           	 			14,000           	 		", 									 								 				             				             			             				         			            	Modi Emerald Park Phase ,
607,607,																																								3 BHK Builder Floor																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1900 sqft,"           	 			           	 			27,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Puppal Guda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
608,608,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1850 sqft,"           	 			           	 			27,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Madhura Nagar yiusufguda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
609,609,																																								2 BHK Builder Floor																									            	,2,Semi-Furnished,Family,1270 sqft,"           	 			           	 			23,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Khairtabad 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
610,610,																																								3 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1834 sqft,"           	 			           	 			40,000           	 		"," 									 								 				             				             			             				         			            	My Home Avatar,  			            	 	                	 	                		 					            							          							           							         	Near Narsingi cross roads 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	",500089
611,611,																																								3 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1568 sqft,"           	 			           	 			23,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Janaki Nagar Colony, Toli Chowki 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500008
612,612,																																								1 BHK Apartment																									            	,1,Furnished,Bachelors/Family,			                       									            								                							                	East Facing Property							                				                        			                       ,"           	 			           	 			15,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Manikonda,No code
613,613,																																								2 BHK Apartment																									            	,1,Furnished,Family,1250 sqft,"           	 			           	 			22,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Vivekananda Nagar, Kukatpally, NH  ",500072
614,614,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1670 sqft,"           	 			           	 			30,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Khajaguda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
615,615,																																								2 BHK Apartment																									            	,							Immediately			            ,Unfurnished,Bachelors/Family,750 sqft,"           	 			           	 			9,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Isna Pur 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
616,616,																																								3 BHK Builder Floor																									            	,								From Dec '19							,Semi-Furnished,Bachelors/Family,1550 sqft,"           	 			           	 			25,000           	 		"," 									 								 				             				             			             				         			            	Premia Urbana,  			            	 	                	 	                		 					            							          							         	Attapur 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500030
617,617,																																								2 BHK Apartment																									            	,							Immediately			            ,Unfurnished,Bachelors/Family,1250 sqft,"           	 			           	 			12,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Pokkalwada 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
618,618,																																								2 BHK Apartment																									            	,South,Semi-Furnished,Bachelors/Family,1000 sqft,"           	 			           	 			18,000           	 		"," 									 								 				             				             			             				         			            	Krishnadham Apartments,  			            	 	                	 	                		 					            							          							         	Himayath Nagar, NH ",No code
619,619,																																								3 BHK Builder Floor																									            	,North - East,Semi-Furnished,Bachelors/Family,2000 sqft,"           	 			           	 			35,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Gandhi Nagar, Kavadiguda, NH ",No code
620,620,																																								3 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1550 sqft,"           	 			           	 			25,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Panchavati Colony,Manikonda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	",500089
621,621,																																								2 BHK Apartment																									            	,2,Unfurnished,Bachelors/Family,1100 sqft,"           	 			           	 			15,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Golden Heights Colony, Janachaitanya colony, Hyderabad Expressway 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
622,622,																																								3 BHK Apartment																									            	,3,Semi-Furnished,Bachelors,1800 sqft,"           	 			           	 			20,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Bandlaguda Jagir 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
623,623,																																								2 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1200 sqft,"           	 			           	 			14,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           			        				  			        				 	Hyderabad 			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
624,624,																																								2 BHK Apartment																									            	,2,Unfurnished,Bachelors/Family,1200 sqft,"           	 			           	 			38,000           	 		"," 									 								 				             				             			             				         			            	Jains Ravi Gayathri Heights,  			            	 	                	 	                		 					            							          							         	Hitech City 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",500081
625,625,																																								3 BHK Apartment																									            	,							Immediately			            ,Furnished,Bachelors/Family,1650 sqft,"           	 			           	 			32,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Matrusri Nagar, Miyapur, NH  ",500049
626,626,																																								2 BHK Apartment																									            	,1,Unfurnished,Bachelors/Family,900 sqft,"           	 			           	 			7,500           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Moinabad, Chevella Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
627,627,																																								3 BHK Apartment																									            	,2,Unfurnished,Bachelors/Family,1500 sqft,"           	 			           	 			11,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Bolarum, Medchal Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	",No code
628,628,																																								3 BHK Apartment																									            	,3,Unfurnished,Bachelors,1948 sqft,"           	 			           	 			16,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Gajularamaram 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
629,629,																																								3 BHK Apartment																									            	,2,Semi-Furnished,Bachelors,1830 sqft,"           	 			           	 			33,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	West Marredpally 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
630,630,																																								3 BHK Builder Floor																									            	,East,Furnished,Bachelors/Family,1400 sqft,"           	 			           	 			15,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Nagole 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	,No code
631,631,3 BHK Apartment,3,Semi-Furnished,Family,1750 sqft,"30,000"," Kaithalapur, Borabanda ",500018
632,632,2 BHK Apartment,1,Unfurnished,Bachelors,East Facing Property,"24,000"," Concrete Vivanta, Madinaguda, Hafeezpet, NH ",500050
633,633,3 BHK Builder Floor,3,Semi-Furnished,Bachelors/Family,1800 sqft,"35,000", Chikkadpally ,500020
634,634,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1200 sqft,"20,000", Attapur ,No code
635,635,2 BHK Apartment,1,Semi-Furnished,Bachelors,1050 sqft,"13,000", Friends Colony ,No code
636,636,2 BHK Apartment,1,Unfurnished,Bachelors/Family,950 sqft,"10,000", Turkayamjal ,501510
637,637,3 BHK Apartment,1,Semi-Furnished,Bachelors,1755 sqft,"30,000", Puppalaguda ,No code
638,638,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"15,000", Mailardevpally ,500005
639,639,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1950 sqft,"28,000"," Narsingi, Outer Ring Road ",No code
640,640,2 BHK Apartment,East,Unfurnished,Bachelors/Family,800 sqft,"9,000"," Beeramguda, Ramachandra Puram, NH ",502032
641,641,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1253 sqft,"15,000"," Golden Heights Colony, Janachaitanya colony, Hyderabad Expressway ",No code
642,642,1 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,,"6,000", Jadcherla,509301
643,643,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,70 sqyrd,"10,000", Mettuguda ,No code
644,644,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1000 sqft,"16,000", Nizampet ,No code
645,645,2 BHK Builder Floor,Garden/Park,Unfurnished,Bachelors/Family,1000 sqft,"15,000", Gowlipura ,No code
646,646,2 BHK Apartment,1,Furnished,Bachelors/Family,1200 sqft,"21,000"," Divine Allura , Chandanagar, NH ",500050
647,647,2 BHK Apartment,2,Semi-Furnished,Bachelors,970 sqft,"8,000"," Beeramguda, Ramachandra Puram, NH ",502032
648,648,3 BHK Apartment,2,Semi-Furnished,Bachelors,1731 sqft,"30,000"," Poe Tree, Narsingi, Outer Ring Road ",500075
649,649,3 BHK Apartment,1,Semi-Furnished,Bachelors,2900 sqft,"50,000"," Kokapet, Outer Ring Road ",No code
650,650,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1100 sqft,"15,000", Mailardevpally ,500005
651,651,2 BHK Apartment,2,Furnished,Bachelors/Family,1470 sqft,"25,000"," Nalanda Nagar, Upparpally ",500030
652,652,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1800 sqft,"18,000", Peeramcheru ,No code
653,653,2 BHK Apartment,2,Furnished,Bachelors/Family,850 sqft,"16,000"," Bachupally, Outer Ring Road ",No code
654,654,2 BHK Builder Floor,2,Unfurnished,Family,1180 sqft,"9,500"," Machabollaram, Medchal Road ",No code
655,655,2 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,200 sqyrd,"20,000"," Hafeezpet, NH ",No code
656,656,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1375 sqft,"25,000", Bandlaguda Jagir ,No code
657,657,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1100 sqft,"13,000"," Sanjana Enclave, Uppal, NH ",500039
658,658,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1350 sqft,"30,000", Lanco Hills ,500089
659,659,Apartment,Immediately,Bachelors/Family,2,read more,"27,000", Aasthas Green Homes,500019
660,660,2 BHK Apartment,1,Unfurnished,Bachelors,1200 sqft,"20,000"," Silicon Ridge, Attapur ",500030
661,661,3 BHK Apartment,2,Semi-Furnished,Bachelors,1935 sqft,"40,000", Kondapur ,No code
662,662,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,950 sqft,"9,500"," Bachupally, Outer Ring Road ",No code
663,663,3 BHK Builder Floor,4,Semi-Furnished,Family,2000 sqft,"24,000"," Aditya Nagar, Hafeezpet ",No code
664,664,3 BHK Apartment,1,Furnished,Bachelors,1385 sqft,"22,000"," Tellapur, Outer Ring Road ",No code
665,665,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1490 sqft,"28,000"," Hafeezpet, NH ",No code
666,666,3 BHK Apartment,1,Furnished,Bachelors/Family,1834 sqft,"45,000"," My Home Avatar, Narsingi, Outer Ring Road ",500089
667,667,3 BHK Apartment,North,Semi-Furnished,Bachelors/Family,900 sqft,"16,000"," Vidyanagar, Adikmet ",No code
668,668,2 BHK Apartment,2,Furnished,Bachelors/Family,900 sqft,"35,000"," Red Hills, Lakdikapul, NH ",500004
669,669,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1100 sqft,"16,000"," Shiva Sai Residency, Attapur ",500048
670,670,3 BHK Apartment,2,Semi-Furnished,Bachelors,1405 sqft,"16,000"," Upparpally, Hyderabad Expressway ",No code
671,671,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"40,000"," Banjara Hills, NH ",500034
672,672,3 BHK Builder Floor,1,Semi-Furnished,Bachelors,1825 sqft,"30,000"," Narsingi, Outer Ring Road ",No code
673,673,3 BHK Apartment,2,Furnished,Bachelors/Family,2300 sqft,"40,000", Moti Nagar ,No code
674,674,3 BHK Apartment,2,Semi-Furnished,Bachelors,1690 sqft,"50,000"," Financial District, Nanakram Guda ",500032
675,675,3 BHK Apartment,1,Semi-Furnished,Bachelors,1410 sqft,"23,000", Appa junction ,500075
676,676,3 BHK Apartment,2,Semi-Furnished,Bachelors,1500 sqft,"15,000"," Pragathi Nagar, Kukatpally ",No code
677,677,3 BHK Apartment,1,Furnished,Bachelors,1800 sqft,"35,000"," Upparpally, Hyderabad Expressway ",No code
678,678,3 BHK Apartment,From Dec '19,Semi-Furnished,Bachelors/Family,1805 sqft,"40,000"," Aparna CyberLife, Nallagandla, Serilingampally ",500019
679,679,3 BHK Apartment,North - West,Semi-Furnished,Bachelors/Family,1350 sqft,"20,000"," Vidyanagar, Adikmet ",No code
680,680,3 BHK Apartment,1,Furnished,Bachelors,2048 sqft,"23,000"," TNR Sulakshna, LB Nagar, NH ",500079
681,681,3 BHK Apartment,4,Semi-Furnished,Bachelors/Family,2215 sqft,"30,000"," SMR Vinay Harmony County, Appa junction ",500093
682,682,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2170 sqft,"39,000"," Somajiguda, NH ",No code
683,683,4 BHK Apartment,2,Unfurnished,Bachelors,1860 sqft,"48,000"," Raheja Vistas, Nacharam ",500076
684,684,2 BHK Apartment,2,Unfurnished,Bachelors,1240 sqft,"26,000"," Aparna Hill park Silver oaks, Chandanagar, NH ",500050
685,685,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1150 sqft,"12,000", Bandari Layout ,500090
686,686,2 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,1000 sqft,"12,000", Osman Nagar ,No code
687,687,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1170 sqft,"15,000"," Moosarambagh, NH ",500036
688,688,3 BHK Builder Floor,East,Unfurnished,Bachelors/Family,2650 sqft,"40,000"," Kakatiya Hills, Nizampet ",500090
689,689,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1575 sqft,"20,000", Nagole ,No code
690,690,2 BHK Apartment,2,Unfurnished,Bachelors,1235 sqft,"20,000"," Narsingi, Outer Ring Road ",No code
691,691,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1800 sqft,"22,000"," SV Emerald, Tarnaka ",500017
692,692,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,890 sqft,"22,000"," Rajendra Nagar, Outer Ring Road ",No code
693,693,1 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,,"6,500", Shapur,94108
694,694,3 BHK Apartment,2,Furnished,Family,1535 sqft,"24,000"," Kukatpally, NH ",500090
695,695,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2000 sqft,"12,500", Shamshabad ,501218
696,696,1 BHK Apartment,1,Unfurnished,Bachelors/Family,,"15,000"," New Dilshukh Nagar, NH ",500060
697,697,2 BHK Apartment,1,Unfurnished,Bachelors,,"8,500", Yadagiri Towers,500070
698,698,2 BHK Apartment,1,Semi-Furnished,Bachelors,1350 sqft,"21,000", Hitech City ,500081
699,699,Studio Apartment,North,Semi-Furnished,Bachelors/Family,,"12,000"," Domalguda, Himayath Nagar, NH ",500029
700,700,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1250 sqft,"26,000"," Aditya Imperial Heights, Hafeezpet, NH ",500084
701,701,2 BHK Apartment,3,Unfurnished,Bachelors/Family,1285 sqft,"10,000", Gajularamaram ,No code
702,702,3 BHK Apartment,3,Unfurnished,Bachelors,1870 sqft,"50,000"," Vajras Jasmine County, Gachibowli, Outer Ring Road ",500032
703,703,3 BHK Apartment,2,Semi-Furnished,Bachelors,,"45,000", Jubilee,74108
704,704,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1685 sqft,"35,000"," Rajapushpa Atria, Gachibowli, Outer Ring Road ",500075
705,705,3 BHK Apartment,2,Furnished,Bachelors/Family,2490 sqft,"50,000"," Rajapushpa Regalia, Kokapet, Outer Ring Road ",500075
706,706,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1800 sqft,"30,000"," Yousufguda, NH ",No code
707,707,3 BHK Apartment,1,Semi-Furnished,Family,2420 sqft,"50,000", Whitefields ,73078
708,708,2 BHK Apartment,3,Unfurnished,Bachelors/Family,read more,"14,000", Nizampet,No code
709,709,3 BHK Apartment,2,Furnished,Bachelors/Family,1534 sqft,"30,000", Appa junction ,500075
710,710,3 BHK Apartment,1,Semi-Furnished,Family,1600 sqft,"28,000"," DD Colony, Amberpet ",No code
711,711,2 BHK Penthouse,1,Furnished,Bachelors/Family,1200 sqft,"25,000", Narayanguda ,No code
712,712,3 BHK Apartment,1,Semi-Furnished,Bachelors,1834 sqft,"38,500"," My Home Avatar, Narsingi, Outer Ring Road ",500089
713,713,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"20,000"," Manikonda, Outer Ring Road ",No code
714,714,3 BHK Apartment,1,Unfurnished,Bachelors/Family,1215 sqft,"25,000"," Prajay Megapolis, Hafeezpet, NH ",500072
715,715,3 BHK Apartment,3,Unfurnished,Bachelors,East Facing Property,"21,000", Blossom Heights,83651
716,716,2 BHK Apartment,2,Semi-Furnished,Bachelors,1050 sqft,"6,500"," Aruna Heights, Dammaiguda ",500083
717,717,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,820 sqft,"10,000", Hyderabad ,No code
718,718,2 BHK Builder Floor,1,Semi-Furnished,Bachelors/Family,1000 sqft,"12,000", Mahadevpur Colony ,No code
719,719,3 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,100 sqyrd,"7,000", Santosh Nagar ,No code
720,720,2 BHK Builder Floor,East,Semi-Furnished,Bachelors,1050 sqft,"13,000", Friends Colony ,No code
721,721,3 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,1400 sqft,"12,000"," Mallampet, Outer Ring Road ",No code
722,722,Studio Apartment,1,Unfurnished,Bachelors/Family,,"10,000", Attapur,No code
723,723,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1100 sqft,"10,000"," Bachupally, Outer Ring Road ",No code
724,724,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,2200 sqft,"20,000"," Anil Sri Vishnus Grande Vista, Hyderabad ",500072
725,725,3 BHK Apartment,North,Semi-Furnished,Bachelors/Family,1450 sqft,"20,000", New Nallakunta ,No code
726,726,2 BHK Apartment,1,Semi-Furnished,Family,1235 sqft,"22,000"," Narsingi, Outer Ring Road ",No code
727,727,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1160 sqft,"16,000"," Central Excise Colony, Santosh Nagar ",No code
728,728,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1000 sqft,"25,000", Suchitra Circle ,No code
729,729,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2800 sqft,"45,000"," Kokapet, Outer Ring Road ",No code
730,730,3 BHK Apartment,3,Unfurnished,Family,1400 sqft,"16,000", Allwyn Colony ,500072
731,731,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1700 sqft,"16,000"," Upparpally, Hyderabad Expressway ",No code
732,732,3 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,2000 sqft,"35,000"," Saifabad, Khairatabad, NH ",500004
